iter	Passed	Remaining
913	239125	22499
914	239390	22238
915	239669	21978
916	239979	21721
917	240238	21459
918	240488	21196
919	240747	20934
920	241015	20673
921	241309	20414
922	241582	20153
923	241863	19893
924	242201	19637
925	242485	19377
926	242737	19115
927	242985	18852
928	243192	18586
929	243443	18323
930	243726	18063
931	244014	17803
932	244335	17546
933	244609	17285
934	244897	17024
935	245121	16760
936	245404	16500
937	245653	16237
938	245929	15976
939	246229	15716
940	246526	15457
941	246835	15197
942	247115	14936
943	247376	14674
944	247623	14411
945	247933	14152
946	248180	13889
947	248465	13628
948	248730	13366
949	249011	13105
950	249271	12843
951	249564	12583
952	249821	12320
953	250093	12059
954	250373	11797
955	250656	11536
956	250910	11273
957	251191	11012
958	251481	10751
959	251745	10489
960	252044	10228
961	252288	9965
962	252587	9704
963	252856	9442
964	253158	9181
965	253428	8919
966	253707	8658
967	253997	8396
968	254281	8134
969	254583	7873
970	254837	7611
971	255131	7349
972	255409	7087
973	255681	6825
974	255961	6563
975	256221	6300
976	256490	6038
977	256735	5775
978	256996	5512
979	257255	5250
980	257532	4987
981	257808	4725
982	258090	4463
983	258362	4201
984	258628	3938
985	258910	3676
986	259187	3413
987	259412	3150
988	259696	2888
989	260002	2626
990	260282	2363
991	260604	2101
992	260846	1838
993	261183	1576
994	261484	1313
995	261782	1051
996	262135	788
997	262431	525
998	262708	262
999	263023	0
